ID||Anzahl|Original|Alternativname|normalisiert (deutsch)|Long|Lat|wikidata-id|Getty-id|Geonames-id|Kommentar |Zuordnung|Lage|Sicherheit|Inst. in der Stadt|wikidata-id inst|Geonames-id inst||||||||GND|
3502|0|1|bei Arce||Arce|13.58571|41.57787|https://www.wikidata.org/wiki/Q116423||http://www.geonames.org/3182921|||Umgebung|||||0|0|0|0|0|0|0||
3142|0|1|Arce||Arce|13.58571|41.57787|https://www.wikidata.org/wiki/Q116423||http://www.geonames.org/3182921||||||||0|0|0|0|0|0|0||
3144|0|1|Arco||Arco|10.88672|45.91772|https://www.wikidata.org/wiki/Q138473|1043264|http://www.geonames.org/3182910||||||||0|0|0|0|0|0|0||
3145|0|1|Ardagger||Ardagger|14.83132|48.16856|https://www.wikidata.org/wiki/Q638449|1025407|http://www.geonames.org/2782436||||||||0|0|0|0|0|0|0||
8643|0|3|per Arduennam||Ardennen|||https://www.wikidata.org/wiki/Q3164|7017217|http://www.geonames.org/3037136||Region|Durchzug|||||0|0|0|0|0|0|0||
3149|0|3|Arduennam||Ardennen|||https://www.wikidata.org/wiki/Q3164|7017217|http://www.geonames.org/3037136||Region||||||0|0|0|0|0|0|0||
3148|0|4|Arduenna||Ardennen|||https://www.wikidata.org/wiki/Q3164|7017217|http://www.geonames.org/3037136||Region||||||0|0|0|0|0|0|0||
10042|0|1|St. Donatus zu Arezzo||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Kirche|||St. Donatus|||0|0|0|0|0|0|0||
6255|0|1|in civ. Arretii||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
6144|0|1|in Castello Aretino||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Burg||||||0|0|0|0|0|0|0||
6142|0|2|in Castellione Aretino||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Burg||||||0|0|0|0|0|0|0||
5898|0|2|Arezzo||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Gebäude|||im Haus des Arztes Ugo|||0|0|0|0|0|0|0||
3542|0|1|bei der Kirche S. Angelo di Prato zu Arezzo||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Kirche|||San Angelo di Prato|https://www.wikidata.org/wiki/Q2263308||0|0|0|0|0|0|0||
3157|0|1|Arezzo (<em>prid. Kal. Mart., Areti</em>)||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
3156|0|9|Arezzo||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
3155|0|1|Aretii||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
2591|0|13|Aretium||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
1949|0|1|ap. Castellum Aretinum||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Burg|Umgebung|||||0|0|0|0|0|0|0||
1948|0|1|ap. Castellionem Aretinum||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||Burg|Umgebung|||||||0|Friedrich II. 1240 ian. 15 ap. Castellionem Aretinum|5|1|3816||
1875|0|15|ap. Aretium||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884|||Umgebung|||||||0|Friedrich II. 1240 ap. Aretium|5|1|3822||
114|0|1|(Arezzo?)||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||unsicher||||0|0|Friedrich II.|0|0|0|0||
113|0|2|(Aretii)||Arezzo|11.88068 |43.46276|https://www.wikidata.org/wiki/Q13378|7057855|http://www.geonames.org/3182884||||||||0|0|0|0|0|0|0||
3165|0|5|Ariani||Ariano Irpino|15.08334|41.14892|https://www.wikidata.org/wiki/Q55000|1043280|http://www.geonames.org/6538773||||||||||0|Friedrich II. 1243 aug. 00 Ariani|5|1|4565||
116|0|1|(Arlberg)||Arlberg|10.20544|47.13462|https://www.wikidata.org/wiki/Q665816|1108328|http://www.geonames.org/2782432||||||||0|0|0|0|0|0|0||
6391|0|1|in der Pfalz zu Arles <em>(in palatio Arelatensi)</em>||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||Pfalz|||Pfalz|||0|0|Friedrich II.|0|0|0|0||
6390|0|3|in der Pfalz zu Arles||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||Pfalz|||Pfalz|||0|0|0|0|0|0|0||
6254|0|1|in civ. Arelatensi||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||0|0|0|0|0|0|0||
3172|0|4|Arles||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||0|0|0|0|0|0|0||
3153|0|3|Arelati||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||0|0|0|0|0|0|0||
3152|0|1|Arelate||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||4.6309653|43.6776223|0|Philipp 1178 iuli 26 Arelate|5|1|2||
3151|0|3|Arelat.||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||0|0|0|0|0|0|0||
3150|0|2|Arelat||Arles|4.63031|43.67681|https://www.wikidata.org/wiki/Q48292|7008775|http://www.geonames.org/3036938||||||||0|0|0|0|0|0|0||
3173|0|1|Arlon||Arlon|5.81667|49.68333|https://www.wikidata.org/wiki/Q675960|7007857|http://www.geonames.org/2803073||||||||0|0|0|0|0|0|0||
6046|0|1|in Arluno||Arluno|8.94222 |45.50344|https://www.wikidata.org/wiki/Q42916|1043285|http://www.geonames.org/3182835||||||||0|0|0|0|0|0|0||
6380|0|1|in der Nähe von Arneburg||Arneburg|12.00514|52.67565|https://www.wikidata.org/wiki/Q493437|1036358|http://www.geonames.org/2955519|||Umgebung|||||0|0|0|0|0|0|0||
3176|0|6|Arneburg||Arneburg|12.00514|52.67565|https://www.wikidata.org/wiki/Q493437|1036358|http://www.geonames.org/2955519||||||||0|0|0|0|0|0|0||
3178|0|2|Arnheim|Arnhem|Arnheim|5.91111|51.98|https://www.wikidata.org/wiki/Q1310|7006876|http://www.geonames.org/2759661||||||||0|0|0|0|0|0|0||
2594|0|2|Arnem|Arnhem|Arnheim|5.91111|51.98|https://www.wikidata.org/wiki/Q1310|7006876|http://www.geonames.org/2759661||||||||0|0|0|0|0|0|0||
119|0|1|(Arnheim)|Arnhem|Arnheim|5.91111|51.98|https://www.wikidata.org/wiki/Q1310|7006876|http://www.geonames.org/2759661||||||||0|0|0|0|0|0|0||
9764|0|1|Schloß Arnsberg||Arnsberg|8.08333|51.38333|https://www.wikidata.org/wiki/Q3912||http://www.geonames.org/2955471||Burg||||||0|0|0|0|0|0|0||
3179|0|1|Arnsberg||Arnsberg|8.08333|51.38333|https://www.wikidata.org/wiki/Q3912||http://www.geonames.org/2955471||||||||0|0|0|0|0|0|0||
3180|0|2|Arnstadt||Arnstadt|10.95198|50.84048|https://www.wikidata.org/wiki/Q490665|7012792|http://www.geonames.org/2955439||||||||0|0|0|0|0|0|0||
175|0|1|(Bellinzona - Arona)||Arona|||https://www.wikidata.org/wiki/Q22052|||doppelt|||||||||||||||
9631|0|1|Saint-Vaast zu Arras||Arras|2.78186|50.29301|https://www.wikidata.org/wiki/Q131329|7008468|http://www.geonames.org/3036784||Kirche|||Saint-Vaast|||0|0|0|0|0|0|0||
3182|0|2|Arras||Arras|2.78186|50.29301|https://www.wikidata.org/wiki/Q131329|7008468|http://www.geonames.org/3036784||||||||2.7660373|50.2900074|0|Friedrich III. 1448 Juni 3 Arras|13|0|2449||
1307|0|1|à Arras||Arras|2.78186|50.29301|https://www.wikidata.org/wiki/Q131329|7008468|http://www.geonames.org/3036784||||||||0|0|0|0|0|0|0||
3183|0|4|Arroni||Arrone|12.76714|42.58266|https://www.wikidata.org/wiki/Q6248|7005143|http://www.geonames.org/3182798||||||||||0|Friedrich II. 1240 märz 18 Arroni|5|1|4040||
2596|0|1|Arronem||Arrone|12.76714|42.58266|https://www.wikidata.org/wiki/Q6248|7005143|http://www.geonames.org/3182798||||||||0|0|0|0|0|0|0||
1375|0|1|ad castrum Arsolarum||Arsoli|13.01606|42.04158|https://www.wikidata.org/wiki/Q241758|7006985|http://www.geonames.org/3182787||Burg|Umgebung|||||0|0|0|0|0|0|0||
10569|0|2|Überquerung der Elbe (wohl bei Artlenburg)||Artlenburg|10.48793|53.37182|https://www.wikidata.org/wiki/Q555845|1038235|http://www.geonames.org/2955389||||||||0|0|0|0|0|0|0||
3187|0|1|Aschaffinburg||Aschaffenburg|9.15214|49.97704|https://www.wikidata.org/wiki/Q3942|7004322|http://www.geonames.org/2955272||||||||0|0|0|0|0|0|0||
3186|0|52|Aschaffenburg||Aschaffenburg|9.15214|49.97704|https://www.wikidata.org/wiki/Q3942|7004322|http://www.geonames.org/2955272||||||||9.1491699|49.9739001|0|Friedrich III. 1474 Januar 29 Aschaffenburg|13|20|223||
121|0|2|(Aschaffenburg)||Aschaffenburg|9.15214|49.97704|https://www.wikidata.org/wiki/Q3942|7004322|http://www.geonames.org/2955272||||||||0|0|0|0|0|0|0||
3188|0|3|Aschau||Aschau|12.35003|48.19845|https://www.wikidata.org/wiki/Q522584|7061366|http://www.geonames.org/2955259||||||||0|0|0|0|0|0|0||
3192|0|1|Asciano||Asciano|11.56655|43.23232|https://www.wikidata.org/wiki/Q91108|7006333|http://www.geonames.org/3182750||||||||0|0|0|0|0|0|0||
6356|0|1|in der Burg Asciano in der Grafschaft Siena||Asciano (Siena)|11.56655|43.23232|https://www.wikidata.org/wiki/Q91108|7006333|http://www.geonames.org/3182750||Burg||||||0|0|0|0|0|0|0||
3194|0|6|Ascoli Piceno||Ascoli Piceno|13.57395|42.85351|https://www.wikidata.org/wiki/Q6624|7004025|http://www.geonames.org/3182749||||||||0|0|Friedrich III.|0|0|0|0||
6589|0|4|in obsidione Esculi||Ascoli Satriano|15.56646|41.20365|https://www.wikidata.org/wiki/Q51892||http://www.geonames.org/3182747|||Umland|||||||0|Friedrich II. 1240 iuli 00 in obsidione Esculi|5|1|4262||
5936|0|1|im Lager (vor Ascoli?)||Ascoli Satriano|15.56646|41.20365|https://www.wikidata.org/wiki/Q51892||http://www.geonames.org/3182747|||im Lager|unsicher||||0|0|0|0|0|0|0||
4885|0|4|Esculi||Ascoli Satriano|15.56646|41.20365|https://www.wikidata.org/wiki/Q51892||http://www.geonames.org/3182747||||Identifizierung unsicher||||0|0|0|0|0|0|0||
3195|0|2|Asculi||Ascoli Satriano|15.56646|41.20365|https://www.wikidata.org/wiki/Q51892||http://www.geonames.org/3182747||||||||||0|Friedrich II. 1226 aug. 29 Asculi|5|1|2417||
3197|0|1|Asperg||Asperg|9.13502|48.90525|https://www.wikidata.org/wiki/Q61621|1038246|http://www.geonames.org/2955068||||||||0|0|0|0|0|0|0||
3196|0|1|Aslao pal. r.||Asselt|6.0125|51.22583|https://www.wikidata.org/wiki/Q2592373||http://www.geonames.org/2759635||Königshof|||Königspfalz|||0|0|0|0|0|0|0||
8593|0|1|Pavia (richtig wohl: Assisi)||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722|doppelt|||||||||||||||
7720|0|1|Mark Ancona — Assisi — Spoleto||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722|doppelt|||||||||||||||
4886|0|10|Esii||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722||||||||0|0|0|0|0|0|0||
3202|0|101|Assisii||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722||||||||0|0|0|0|0|0|0||
3201|0|1|Assisi, —||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722||||||||0|0|0|0|0|0|0||
3200|0|4|Assisi||Assisi|12.62109 |43.06671|https://www.wikidata.org/wiki/Q20103|7005119|http://www.geonames.org/3182722||||||||0|0|0|0|0|0|0||
8596|0|1|Pavia - Genua - Asti - Lyon||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714|doppelt|||||||||||||||
6791|0|1|in urbe Astensi||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
6265|0|2|in civitate Astensi||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
5249|0|1|Gebiet von Asti||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|Philipp|0|0|0|0||
4242|0|1|Castelvecchio d'Asti||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
3206|0|27|Asti||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
3205|0|7|Aste||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0.1709555|43.0411241|0|Friedrich II. 1245 Aste|5|1|4728||
3204|0|1|Asta||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
1218|0|1|<em>intus Castro Vetere</em> (Castelvecchio d'Asti)||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
124|0|3|(Asti)||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
122|0|1|(Aste)||Asti|8.20751|44.90162|https://www.wikidata.org/wiki/Q6122|7027349|http://www.geonames.org/3182714||||||||0|0|0|0|0|0|0||
1357|0|2|ad Attiniacum||Attignat-Oncin|5.77684|45.50768|https://www.wikidata.org/wiki/Q1231221|7667496|http://www.geonames.org/3036448|||Umgebung|||||0|0|0|0|0|0|0||
10655|0|2|usque ad Attiniacum||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
6381|0|1|in der Nähe von Attigny||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444|||Umgebung|||||0|0|0|0|0|0|0||
3226|0|1|Attiniago pal. publ.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3225|0|1|Attiniacus||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3224|0|2|Attiniacum villa||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3223|0|2|Attiniacum pal.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3222|0|9|Attiniacum||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3221|0|2|Attiniaco villa||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3220|0|2|Attiniaco pal. r.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3219|0|2|Attiniaco pal. publ.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3218|0|1|Attiniaco pal.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3217|0|1|Attiniaci||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3216|0|12|Attigny||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7017418|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3213|0|1|Atiniago pal. publ.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
1454|0|1|ad pal. Attiniacum||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
1358|0|1|ad Attiniacum pal.||Attigny|4.5833|49.4667|https://www.wikidata.org/wiki/Q244711|7008323|http://www.geonames.org/3036444||||||||0|0|0|0|0|0|0||
3228|0|1|Aub||Aub|10.0653|49.55267|https://www.wikidata.org/wiki/Q278783|1038255|http://www.geonames.org/2954774||||||||0|0|0|0|0|0|0||
3231|0|4|Auerbach||Auerbach|12.40083|50.51155|https://www.wikidata.org/wiki/Q46843|7062227|http://www.geonames.org/2954602||||||||0|0|0|0|0|0|0||
3290|0|1|Aufhausen||Aufhausen|12.28333|48.86667|https://www.wikidata.org/wiki/Q490902|7060861|http://www.geonames.org/2954244||||||||0|0|0|0|0|0|0||
3291|0|1|Augea||Augea|5.40872|46.55258|https://www.wikidata.org/wiki/Q772855|7668039|http://www.geonames.org/3036209||||||||0|0|0|0|0|0|0||
11536|0|5|[Augsburg]<sup>1</sup>||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
11535|0|3|[Augsburg]||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
10914|0|1|vor Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|||Umgebung|||||0|0|0|0|0|0|0||
10604|0|1|Ulm -- Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
9797|0|1|Schwaben - Augsburg - Ostfranken - Sachsen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
9231|0|1|Regensburg-Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
8494|0|2|Ougespurc||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
6901|0|2|Innsbruck - Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
6048|0|3|in Augusta||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
5364|0|3|Göggingen - Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
4680|0|1|Donauwörth -- Dillingen -- Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
4679|0|2|Donauwörth -- Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
3503|0|2|bei Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|||Umgebung|||||0|0|0|0|0|0|0||
3348|0|1|Auspurg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3346|0|1|Ausburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3337|0|1|Augustidunum||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3336|0|151|Auguste||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||||0|Konrad IV. 1244 III. 15 Auguste|5|4|597||
3335|0|2|Augustburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3334|0|1|Augustburc||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3333|0|1|Augustam||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3331|0|1|Augusta civ.||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3330|0|1|Augusta||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3328|0|1|Augusburc||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3327|0|2|Augspurg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3326|0|1|Augsburg – (Pavia)||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3325|0|2|Augsburg<sup>1</sup>||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|Philipp|0|0|0|0||
3324|0|1|Augsburg/Umgebung||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|||Umgebung|||||0|0|0|0|0|0|0||
3323|0|1|Augsburg-Bobingen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3322|0|1|Augsburg Wertingen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3321|0|3|Augsburg Pfaffenhausen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3320|0|1|Augsburg München Schloß Starnberg Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3320|0|1|Augsburg München Schloß Starnberg Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
3319|0|1|Augsburg München Schloß Starnberg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3318|0|2|Augsburg München||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3317|0|1|Augsburg Donauwörth Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3317|0|1|Augsburg Donauwörth Augsburg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||||||||||
3316|0|1|Augsburg Donauwörth||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3315|0|1|Augsburg Buchloe||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3314|0|1|Augsburg Bobingen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3313|0|1|Augsburg Angelberg||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3312|0|3|Augsburg <sup>1)</sup>||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172||||||||0|0|0|0|0|0|0||
3311|0|2|Augsburg -- Ulm||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3310|0|2|Augsburg -- Füssen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3309|0|1|Augsburg -- Donauwörth||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3308|0|1|Augsburg -- Dillingen||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3307|0|1|Augsburg - Umgebung||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt||Umgebung|||||||||||||
3307|0|1|Augsburg - Umgebung||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3306|0|1|Augsburg - Ulm||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3305|0|1|Augsburg - Mindelheim||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
3304|0|1|Augsburg - Mering||Augsburg|10.89851|48.37154|https://www.wikidata.org/wiki/Q2749|7004324|http://www.geonames.org/2954172|doppelt|||||||0|0|0|0|0|0|0||
